frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
120,11,288.3558692184404 17.521392961787967 1535.872235676691 905.9751614455022,1054.19140625 584.1157836914062 1312.998046875 738.9804077148438,0.7838882207870483,ঢাকা মেট্রো ক ১১০৫৪১,0.6320267770377338
121,11,287.4607801541051 18.586642059733663 1534.896715897929 907.2647382529732,1054.2052001953125 584.1192626953125 1312.363037109375 739.03564453125,0.787813127040863,ঢাকা মেট্রো ক ১১-০৫৪১,0.6259538023788469
122,11,287.1605705700324 18.922224001369898 1534.533105898644 907.7805362503366,1054.179931640625 584.0775146484375 1312.3612060546875 739.0797729492188,0.7878848910331726,ঢাকা মেট্রো ক ১১-০৫৪১,0.6187190213276288
123,11,284.9645806408736 19.06819364266329 1533.171897351141 907.1447251881925,1047.3077392578125 581.4653930664062 1304.0595703125 735.7821044921875,0.8204983472824097,ঢাকা মেট্রো-ক ১১-০৫৪১,0.4664568417500278
124,11,283.86687453768695 19.139452607510066 1532.7451321642577 906.7829569851126,1047.281982421875 581.4193725585938 1304.2587890625 735.8073120117188,0.8202440738677979,ঢাকা মেট্রো-ক ১১-০৫৪১,0.4935463856900544
125,11,280.15285233275483 17.039712398709298 1528.5225653741395 903.9964690563421,1044.2479248046875 581.707275390625 1290.60302734375 733.9287109375,0.7474201321601868,ঢাকা মেট্রো ক ১১-০৫৪১,0.49811884670901196
126,11,278.75280320147726 16.35075887731125 1526.8430824858197 902.8429002311905,1044.265625 581.7042846679688 1290.6043701171875 733.936767578125,0.7472348213195801,ঢাকা মেট্রো ক ১১-০৫৪১,0.49811884670901196
127,11,274.33582779206483 16.467391997481627 1523.2144314580514 901.6669273790429,1047.47607421875 580.3963623046875 1295.41064453125 732.283447265625,0.7633599042892456,ঢাকা মেট্রো ক ১১-০৫৪১,0.5696405979432291
128,11,272.59230911830196 16.834861649291668 1521.9345413582262 901.0606939233389,1047.54638671875 580.4129028320312 1295.4931640625 732.2715454101562,0.762814998626709,ঢাকা মেট্রো ক ১১-০৫৪১,0.5581797843101611
129,11,271.79112193798676 17.080429094929343 1521.521765580274 900.6311589520219,1047.451171875 580.405029296875 1295.524658203125 732.2761840820312,0.7638934850692749,ঢাকা মেট্রো ক ১১-০৫৪১,0.5888080681116381
130,11,265.40233958056353 16.709266653960526 1518.0561655815154 899.6756695747802,1035.429931640625 579.9422607421875 1302.1904296875 737.0264892578125,0.7203797698020935,ঢাকা মেট্রো ক ১১-০৫৪১,0.600180853475862
131,11,262.5047890111797 16.70467329075825 1517.3704963872783 899.2262975000292,1035.29150390625 579.91845703125 1302.357421875 737.101318359375,0.7207044363021851,ঢাকা মেট্রো ক ১১-০৫৪১,0.5980432131219163
132,11,260.36765438270106 15.081208944453635 1515.3747061612999 897.1311307929252,1030.3699951171875 579.4487915039062 1288.566650390625 737.4987182617188,0.786401093006134,ঢাকা মেট্রো ক ১১-০৫৪১,0.4952707526305353
133,11,259.3355828202574 14.566306319156467 1514.6751981089851 896.3075364653166,1030.2191162109375 579.455810546875 1289.1353759765625 737.7891235351562,0.7859549522399902,ঢাকা মেট্রো ক ১১-০৫৪১,0.4306031078976363
134,11,258.8150370476892 14.444182454466954 1514.492944889831 896.0805615083133,1030.15478515625 579.3695068359375 1289.148681640625 737.83837890625,0.7856428623199463,ঢাকা মেট্রো ক ১১-০৫৪১,0.4023051398739861
135,11,256.19381506293985 14.680121905573742 1510.8584790646926 896.6663524036771,1031.3470458984375 582.8093872070312 1280.218505859375 733.1034545898438,0.786848783493042,ঢাকা মেট্রো ক ১১-০৫৪১,0.4517797269416586
136,11,255.48172499825603 14.731320420077509 1509.4856713525605 896.9988130067244,1031.349609375 582.829345703125 1280.2869873046875 733.0222778320312,0.786635160446167,ঢাকা মেট্রো ক ১১-০৫৪১,0.48025213037455405
137,11,264.776404276574 13.832959066948206 1519.3775287084209 897.4626659929047,1022.07421875 584.8491821289062 1278.5086669921875 739.4130859375,0.8340592980384827,মেট্রো ক ঢাকা ১১-০৫৪১,0.4967128669278159
138,11,268.14274273082617 13.27610500358901 1523.2241524059423 897.9198651258479,1022.1198120117188 584.8575439453125 1278.522705078125 739.406494140625,0.8332821130752563,মেট্রো ক ঢাকা ১১-০৫৪১,0.5387510130126667
139,11,257.8750223674907 12.615607624280358 1511.8283227417528 899.070668847366,1018.749755859375 586.7618408203125 1279.519775390625 739.8403930664062,0.8196277618408203,ঢাকা মেট্রো ক ১১-০৫৪১,0.34493615218162066
140,11,253.85930747417683 12.032017846497354 1507.2200680368278 899.9401502171595,1018.3767700195312 586.690673828125 1279.420166015625 739.9375,0.8208220601081848,ঢাকা মেট্রো ক ১১-০৫৪১,0.3971847295656032
141,11,252.83520187616807 11.700270705115372 1505.5290117487366 900.6274874410526,1018.3665161132812 586.6956176757812 1279.4283447265625 739.9415283203125,0.8205850720405579,ঢাকা মেট্রো ক ১১-০৫৪১,0.3982399875423658
142,11,265.49852156806185 12.052567542203178 1520.505417498849 901.3647157173181,1020.7219848632812 589.0684204101562 1280.3497314453125 743.7322998046875,0.8348578810691833,ঢাকা মেট্রো ক ১১-০৫৪১,0.428758959871616
143,11,270.1216195839528 12.063293797414929 1527.210365419147 901.6641977036761,1019.8357543945312 588.9734497070312 1280.337646484375 743.7664184570312,0.8382617831230164,ঢাকা মেট্রো ক ১১-০৫৪১,0.5329248424146461
144,11,258.3707260774297 11.931879880714007 1514.34454735366 902.3250103960418,1023.8880615234375 588.6914672851562 1284.1044921875 743.5042114257812,0.8025308847427368,ঢাকা মেট্রো ক ১১-০৫৪১,0.27510110281844186
145,11,267.9282304568617 11.933355191062901 1527.5887449414122 902.4782349785858,1023.865234375 588.6721801757812 1283.984130859375 743.6475219726562,0.7998573780059814,ঢাকা মেট্রো ক ১১-০৫৪১,0.38213825223636066
146,11,271.09004516966365 11.736086227180635 1533.7151754229176 902.517460619042,1023.941162109375 588.6603393554688 1283.98388671875 743.6519165039062,0.7999002933502197,ঢাকা মেট্রো ক ১১-০৫৪১,0.4122074247219247
147,11,258.47522774276956 11.768514972338608 1518.3383866819895 903.1423066503019,1022.93994140625 591.9312744140625 1284.5816650390625 747.33984375,0.7281489372253418,ঢাকা মেট্রো ক ১১-০৫৪১,0.5076694049814976
148,11,267.1143489775603 11.67192869417579 1528.700571703147 903.2111528554833,1022.794921875 591.8449096679688 1284.613037109375 747.4180297851562,0.7290992140769958,ঢাকা মেট্রো ক ১১-০৫৪১,0.5049226113055434
149,11,256.59652374727887 12.34816714493337 1516.5022632293662 904.159069211981,1019.6152954101562 589.76904296875 1282.1060791015625 747.7311401367188,0.7701650261878967,ঢাকা মেট্রো ক ১১-০৫৪১,0.5019937025917738
150,11,253.04304070506498 12.437303133923137 1511.6902961351439 904.5517892033647,1019.8079223632812 589.7754516601562 1282.0821533203125 747.7117919921875,0.7695490717887878,ঢাকা মেট্রো ক ১১-০৫৪১,0.5004060525730758
151,11,254.36590274468642 12.341127505487407 1511.107297326559 904.6142053071376,1019.3397216796875 585.4984130859375 1288.56884765625 748.189453125,0.7677959203720093,ঢাকা মেট্রো ক ১১-০৫৪১,0.49841455000774604
152,11,255.1020387243385 12.20156954622098 1510.3560308668866 904.6346856173885,1018.9143676757812 585.5579833984375 1288.718017578125 748.3348999023438,0.7674793004989624,ঢাকা মেট্রো ক ১১-০৫৪১,0.4231193602988489
153,11,255.5731370019795 12.13694554200066 1509.8802180715516 904.6999360932089,1018.9129028320312 585.548828125 1288.77587890625 748.3350830078125,0.7683218717575073,ঢাকা মেট্রো ক ১১-০৫৪১,0.4168459596995019
154,11,255.87329000532372 10.843318438941026 1509.4750989424094 904.0964325162231,1024.2608642578125 588.9885864257812 1289.552490234375 752.11669921875,0.7306478023529053,ঢাকা মেট্রো ক ১১-০৫৪১,0.524441845255569
155,11,256.09595765523625 10.16333533571293 1509.2064753712484 903.9734237402895,1024.38623046875 589.1151123046875 1289.42431640625 752.0780639648438,0.7318148016929626,ঢাকা মেট্রো ক ১১-০৫৪১,0.43951441252635304
156,11,255.6495292846563 10.605427575011731 1509.1499781848452 906.6622074052892,1023.9869384765625 598.4572143554688 1272.83935546875 750.8859252929688,0.7836463451385498,ঢাকা মেট্রো-ক ১১-০৫৪১,0.446752616581425
157,11,255.54952555338423 10.249721229552335 1509.371629749224 907.9762162947998,1024.12109375 598.6815185546875 1272.591064453125 750.7300415039062,0.7847621440887451,ঢাকা মেট্রো ক ১১-০৫৪১,0.5506041832016486
158,11,255.49684537885958 9.81921413764627 1509.5766814215885 908.7862984447856,1024.0777587890625 598.6521606445312 1272.6240234375 750.7503662109375,0.7847857475280762,ঢাকা মেট্রো ক ১১-০৫৪১,0.5488846567687998
159,11,254.48533657511678 9.622022914904903 1508.0947500037314 909.6332619858317,1027.3084716796875 604.01904296875 1278.1468505859375 755.945068359375,0.7762300372123718,ঢাকা মেট্রো ক ১১-০৫৪১,0.34427298672040096
160,11,254.17279956806829 9.233673424052427 1507.3321029241702 910.0715175868053,1027.0595703125 603.9899291992188 1278.3524169921875 756.0233154296875,0.7757070660591125,ঢাকা মেট্রো-ক ১১-০৫৪১,0.6041993551388505
161,11,246.58519117536366 11.419723565504455 1503.4811808214474 917.2420671921996,1020.043212890625 615.7507934570312 1272.7906494140625 768.530517578125,0.7698267698287964,ঢাকা মেট্রো ক ১১-০৫৪১,0.34255580571288136
162,11,243.2105612009649 11.371552840972981 1502.720362484425 920.8089507414744,1020.0574951171875 615.8899536132812 1272.69873046875 768.4556274414062,0.7701399922370911,ঢাকা মেট্রো ক ১১-০৫৪১,0.3724909034317734
163,11,249.3857089874026 12.32703071891865 1500.7683675518683 927.3491475927648,1006.931396484375 630.2824096679688 1268.882080078125 781.359375,0.7954089045524597,ঢাকা মেট্রো-ক ১১০৫৪১,0.7369860857175659
164,11,253.2164139146795 11.602607148797858 1498.6467388045367 930.7619835192284,1007.0352172851562 630.3003540039062 1268.9521484375 781.280517578125,0.7943103313446045,ঢাকা মেট্রো ক ১১-০৫৪১,0.3479581512824652
165,11,255.88415547041552 10.533019494030839 1496.8875032122 932.7652338448086,1007.0333862304688 630.3001708984375 1268.9488525390625 781.2799682617188,0.7943533658981323,ঢাকা মেট্রো ক ১১-০৫৪১,0.3479581512824652
166,11,237.1826786927744 9.576698745896692 1479.3338962621383 934.6252042567419,996.3649291992188 632.3272705078125 1244.4559326171875 788.6619873046875,0.8397267460823059,ঢাকা মেট্রো ক ১১-০৫৪১,0.4115959006452592
167,11,229.96437717728452 8.69706310560639 1473.0294333715228 935.7388679746521,996.4617919921875 632.3523559570312 1244.668212890625 788.546630859375,0.840074360370636,ঢাকা মেট্রো ক ১১-০৫৪১,0.41452548608199347
168,11,217.17462381831945 8.559907158546764 1462.0611054076594 938.0505010110235,987.774169921875 631.0245361328125 1237.8662109375 783.0623168945312,0.6681560277938843,ঢাকা মেট্রো ক ১১-০৫৪১,0.3914145515090982
169,11,212.11400266129658 8.092958948719854 1458.410166640198 939.3958361467232,990.1509399414062 631.471435546875 1243.695556640625 791.6076049804688,0.664832592010498,ঢাকা মেট্রো ক ১১-০৫৪১,0.507459292151319
170,11,210.06477970800734 7.5883249304528135 1457.4176450124062 940.1916703487599,990.2175903320312 631.46435546875 1243.660400390625 791.6171875,0.6657201051712036,ঢাকা মেট্রো ক ১১-০৫৪১,0.39329095530352254
171,11,201.749189795725 8.14838320572187 1447.770067213365 943.4479039399247,992.4483032226562 631.8746948242188 1227.4739990234375 782.219482421875,0.762408971786499,ঢাকা মেট্রো ক ১১-০৫৪১,0.445111137887557
172,11,198.99745182876427 7.90957875904769 1444.0320526185083 945.1810198334697,992.4475708007812 631.8663940429688 1227.4608154296875 782.1732788085938,0.7636718153953552,ঢাকা মেট্রো ক ১১-০৫৪১,0.5192306069005442
173,11,172.26219898088254 7.610714187791643 1429.877363157233 950.4092088831808,984.2312622070312 634.5303955078125 1229.995361328125 790.7927856445312,0.683652400970459,ঢাকা মেট্রো-ক ১১-০৫৪১,0.597393162386243
174,11,160.29150149868087 6.492619049588768 1426.9374346090653 953.1567702570549,984.041748046875 634.5269775390625 1230.3079833984375 790.7144775390625,0.6838253140449524,ঢাকা মেট্রো ক ১১-০৫৪১,0.43584359259745786
175,11,122.3152451536024 4.1753172299405605 1405.3422273911287 951.0276084393424,960.2675170898438 650.0700073242188 1204.187744140625 804.3015747070312,0.7349246740341187,মেট্রো-ক ঢাকা ১১-০৫৪১,0.4199494519851699
176,11,105.37325378148955 3.2185445871441516 1400.2502040817262 950.1522627410815,960.465087890625 650.0392456054688 1203.777587890625 804.3121948242188,0.7355319857597351,মেট্রো-ক ঢাকা ১১-০৫৪১,0.37902490496526053
177,11,96.99680668063138 2.842890871649331 1400.6292924823501 949.9023212377492,960.42919921875 650.0438842773438 1203.878173828125 804.2933959960938,0.7349624633789062,মেট্রো-ক ঢাকা ১১-০৫৪১,0.39213666094829736
178,11,101.45216018862288 12.481142019524668 1405.1720279551735 970.1696627033743,962.6076049804688 652.80712890625 1205.69873046875 817.4202270507812,0.6755061745643616,মেট্রো-ক ঢাকা ১১-০৫৪১,0.49293498194596697
179,11,103.73284168041675 14.245278272904216 1407.1828352929147 979.8149362433716,962.5880737304688 652.8209228515625 1205.631103515625 817.4188842773438,0.6742385029792786,মেট্রো-ক ঢাকা ১১-০৫৪১,0.44225991767761186
180,11,64.86065013864584 12.834271473601234 1383.8044819355246 985.653681563155,950.9562377929688 670.5130004882812 1182.8658447265625 827.3091430664062,0.6466428637504578, ১-০৫৪১,0.4204505972950541
181,11,47.66245252380611 10.853436191726871 1377.8804423704546 988.8578330611927,950.977294921875 670.5064086914062 1182.8160400390625 827.3285522460938,0.6466521620750427, ১-০৫৪১,0.4265775822425011
182,11,39.54821560005314 9.126063600820771 1377.9161673373228 990.869564689934,951.0316772460938 670.55224609375 1182.7332763671875 827.3181762695312,0.6461700201034546, ১১-০৫৪১,0.439383779970857
183,11,22.430702547554915 7.863003917337892 1368.2441223764013 994.0485970514327,945.0082397460938 673.599853515625 1186.2166748046875 832.7787475585938,0.6118296980857849,ঢাকা মেঢ্রো-ক ১১-০৫৪১,0.46421903989149194
184,11,14.888314824427084 6.542138162339143 1366.128110992383 996.0249983202482,945.0089721679688 673.582763671875 1186.03759765625 832.8673095703125,0.6109122037887573,ঢাকা মেঢ্রো-ক ১১-০৫৪১,0.46436614029772694
185,11,12.720548270412792 4.21729517167546 1369.7492470869097 995.0850508165562,958.1121826171875 666.5521240234375 1187.1324462890625 825.3457641601562,0.5491265058517456,ক মে্ট্রো ঢাকা ১১-০৫৪১,0.709789087390819
186,11,11.011368293263104 3.1201635237293317 1372.3325746761088 995.1411581251996,958.0728149414062 666.5634155273438 1187.0205078125 825.3674926757812,0.549576997756958,ক মেট্রো ঢাকা ১১-০৫৪১,0.7308015473607532
187,11,7.346144112842694 2.9516685769983155 1371.6898758888349 994.7502814279187,944.7589111328125 651.936767578125 1192.8876953125 818.3992309570312,0.6421266794204712,ক মেট্রো ঢাকা ১১-০৫৪১,0.6588076471979996
188,11,5.687812938050911 2.915310760229829 1372.1663511296224 994.636413394627,944.881591796875 651.9214477539062 1192.87646484375 818.5130004882812,0.6420348882675171,ক মেট্রো ঢাকা ১১-০৫৪১),0.4437159913927761
189,11,4.852763828143793 2.8702994758315867 1372.919205967064 994.5810550790313,944.9104614257812 651.9417114257812 1192.8289794921875 818.5079956054688,0.6401460766792297,ক মেট্রো ঢাকা ১১-০৫৪১,0.6298427534437206
190,11,3.42447088167944 2.396326331298553 1372.0685754543028 993.9488672338957,960.7781982421875 649.3617553710938 1190.638671875 809.5259399414062,0.618015706539154,ক মেট্রো ঢাকা ১১-০৫৪১,0.6844521107381638
191,11,3.0174507852376564 2.3218701614255792 1372.080535438146 993.8708638397231,960.755126953125 649.3610229492188 1190.644775390625 809.4669799804688,0.6166999936103821,ক মেট্রো ঢাকা ১১-০৫৪১,0.6810033637102149
192,11,1.862578052141771 -0.3476316616858526 1371.9075038482238 987.9010637579647,960.782958984375 638.1826782226562 1196.3968505859375 810.2377319335938,0.6352106928825378,মেট্রো ক ঢাকা ১১-০৫৪১|,0.4567572525432705
193,11,1.6183758330645333 -0.8594897684311036 1372.0757316855033 984.9218358080745,960.8984985351562 638.149658203125 1197.008544921875 809.8851928710938,0.6396793723106384,মেট্রো-ক ঢাকা ১১-০৫৪১|,0.41876794904546844
194,11,1.585557887813934 -0.7146686458748377 1372.305724621228 983.1611519175481,960.892822265625 638.1480102539062 1197.000732421875 809.7192993164062,0.6383957266807556,মেট্রো-ক ঢাকা ১১-০৫৪১ ,0.39332886094215336
195,11,1.5584272988215844 4.373140099639727 1375.761966433634 994.9630708641279,969.0642700195312 634.1797485351562 1199.030029296875 803.5025634765625,0.6158197522163391,ক মেট্রো ঢাকা ১১-০৫৪১|,0.41948551478190765
196,11,1.052960864781312 5.11065789722295 1377.7430231577614 1000.5980637239946,969.157470703125 634.2213745117188 1198.9754638671875 803.4908447265625,0.6171145439147949,ক মেট্রো ঢাকা $১-০৫৪১|,0.4799420001075033
197,11,1.640612331321222 3.894171792920474 1381.688955034681 1002.1251264539796,988.3931274414062 637.398193359375 1202.253662109375 794.8829956054688,0.42777693271636963,মেট্রো ক ঢাকা ১১-০৫৪১|,0.6237443909733327
198,11,1.4181554756725063 2.928485037979897 1383.997136418831 1003.1642745757483,987.9400634765625 637.2923583984375 1202.2738037109375 795.3235473632812,0.4330486059188843,মেট্রো ক ঢাকা ১১-০৫৪১,0.7644333791255562
199,11,4.191073887457264 2.2254566091073684 1393.30351258146 1004.0921235706925,993.8684692382812 636.8458251953125 1216.091064453125 793.94482421875,0.5235617160797119,মেট্রো ক ঢাকা ১১-০৫৪১ |,0.4453613688902236
200,11,4.052424621680984 1.4377249492416126 1397.7699188566605 1004.1659182724252,994.0550537109375 636.83642578125 1215.662109375 794.07421875,0.5219391584396362,মেট্রো ক ঢাকা ১১-০৫৪১|,0.3927644199347212
201,11,3.257436072935434 1.2714670940441692 1400.3937399929653 1005.0679725425755,994.0653076171875 636.8333740234375 1215.662109375 794.0595703125,0.5216978192329407,মেট্রো ক ঢাকা ১১-০৫৪১|,0.3927644199347212
202,11,4.808138736671253 2.2149766958958708 1408.033752734186 1008.639422036172,1008.276123046875 631.585205078125 1228.05322265625 790.3411254882812,0.48491209745407104,মেট্রো ক ঢাকা ১১-০৫৪১|,0.5086649278135057
203,11,4.380612342099539 2.0112004586976013 1412.0781834638822 1010.2164085697455,1010.271240234375 635.9886474609375 1224.28125 792.7833862304688,0.4873686134815216,ক মেট্রো ঢাকা ১১-০৫৪১ ,0.46445413977705674
204,11,3.4093851551709804 1.752819173539308 1414.326062782407 1011.4696645667177,1017.0587768554688 630.0333862304688 1249.39599609375 791.1603393554688,0.5700175762176514,মেট্রো ক ঢাকা ১১-০৫৪১|,0.5553966130211627
205,11,2.4330574080596534 1.1772831302596387 1415.6144949435038 1011.7122635254829,1017.0255126953125 630.0626831054688 1249.5556640625 791.3005981445312,0.5531699657440186,মেট্রো ক ঢাকা ১১-০৫৪১|,0.46253094340541756
206,11,1.741896989036377 0.750103646484888 1416.6788665491501 1011.8156783350066,1017.0670776367188 630.1133422851562 1249.5914306640625 791.23974609375,0.5519249439239502,মেট্রো ক ঢাকা ১১-০৫৪১|,0.47841776279291637
207,11,1.839714272303354 0.882818438484378 1419.044805357681 1012.942408407362,1037.5880126953125 622.9114379882812 1248.6181640625 787.7571411132812,0.6292423009872437,মেট্রো ক ঢাকা ১১-০৫৪১ ,0.4080262386430096
208,11,1.4471366379681285 0.6973398064802723 1420.2550274383102 1013.4121658610235,1037.3438720703125 622.8895263671875 1248.529296875 787.9600219726562,0.6274314522743225,মেট্রো ক ঢাকা ১১-০৫৪১ ,0.4635187153822874
209,11,2.4975693615688215 0.08789061274654841 1424.6002020932847 1012.7224770043156,1052.4224853515625 622.6367797851562 1262.3580322265625 780.837890625,0.584420919418335,ক মেট্রো ঢাকা ১১-০৫৪১|,0.5862287395771528
210,11,2.3901107099623005 -0.21346624179693663 1427.0034278748824 1012.2609687113693,1052.719482421875 622.84375 1262.2840576171875 780.3961181640625,0.5821480751037598,ক মেট্রো ঢাকা ১১-০৫৪১|,0.6176599116625672
211,11,2.149564281896801 0.7900543375887992 1429.0193008979386 1014.7546361522053,1063.3455810546875 619.4024658203125 1269.4716796875 783.1051635742188,0.606009840965271,মেট্রো ঢাকা ১১-০৫৪১|,0.562202901516182
212,11,1.7544691111392012 0.8825904030642278 1430.4154756395724 1015.9099183445907,1062.7637939453125 619.4445190429688 1269.18896484375 783.1161499023438,0.6105401515960693,ক মেট্রো ঢাকা ১১-০৫৪১|,0.40672690806170153
213,11,1.285257795076518 0.7220930122848586 1431.2614899980163 1016.5280443869875,1062.7823486328125 619.4273071289062 1269.1953125 783.1151733398438,0.6111501455307007,ক মেট্রো ঢাকা ১১-০৫৪১|,0.40672690806170153
214,11,1.761311142770296 -4.985897289686761 1432.6442407066784 1003.2745107317871,1072.8560791015625 616.3057250976562 1275.8358154296875 781.8982543945312,0.5744959115982056,ব মেট্রো ঢাকা ১১-০৫৪১|,0.447011157941665
217,27,2.334890985750917 -1.4047956912054929 1437.8768124443873 1018.855762783415,1088.5477294921875 620.0581665039062 1287.4595947265625 781.4132080078125,0.6387054324150085,ঢাকা মেট্রো ১১-০৫৪১|,0.49045379388204885
218,27,1.6747535223980776 -1.3190613468792094 1438.1749292740665 1018.857879732685,1088.5609130859375 620.0679931640625 1287.4603271484375 781.3771362304688,0.6383327841758728,ঢাকা মেট্রো ১১-০৫৪১|,0.4564185099736313
219,27,1.0032632552916994 -1.7780526484802976 1438.7916549177594 1017.3801517129077,1096.4820556640625 619.7039794921875 1297.0594482421875 783.3330688476562,0.6245774626731873,মেট্রো ক ঢাকা ১১-০৫৪১),0.6100895197301759
220,27,0.5278287627977534 -1.7183596849822607 1439.1858443984208 1016.6989533118531,1096.6661376953125 619.87060546875 1296.80859375 782.9723510742188,0.6293243169784546,মেট্রো ক ঢাকা ১১-০৫৪১|,0.6802545768556736
221,27,0.5259756332739016 -3.8409986505498637 1435.551098135323 1007.55158213092,1109.6729736328125 622.4483642578125 1306.5992431640625 774.6908569335938,0.6849508881568909,মেট্রো ঢাকা ১১-০৫৪১|,0.4118798473496389
222,27,1.004386052436189 -3.594551276725099 1433.7704353285753 1002.8761025261324,1109.9342041015625 622.6153564453125 1306.7015380859375 774.4249877929688,0.6844403743743896,মেট্রো ঢাকা ১১-০৫৪১|,0.40733689522908495
223,27,1.706816168927844 3.326032974724342 1438.3527069092347 1019.011920964218,1132.0477294921875 624.8944702148438 1314.7860107421875 775.0244750976562,0.6075694561004639,ঢাকা যেক্ট্রো ,0.08118063931690947
224,27,1.5524425442303027 4.448752994341589 1440.6872221090675 1026.6133697481928,1132.5308837890625 624.7910766601562 1314.305908203125 774.2842407226562,0.6020025610923767,ঢাকা মেবট্রী ১১-১৫৪১|,0.2819127823359557
225,27,1.1722119047336719 3.793742827377855 1441.8293893155083 1030.495905377734,1132.513671875 624.7657470703125 1314.319091796875 774.3043212890625,0.602135181427002,ঢাকা মেবট্রী ১১-১৫৪১|,0.2819127823359557
226,27,3.9977824951926095 3.992576835837781 1450.4018535275495 1036.7207601702307,1138.517578125 621.1744995117188 1333.335205078125 787.5155639648438,0.6148205399513245,3 মে্রো ঢাকা ১--৫৪১|,0.48535851114905326
227,27,4.201102832908532 3.0858059468680494 1454.4917801370784 1040.0271190289225,1138.091064453125 621.1535034179688 1333.430908203125 788.3767700195312,0.6090441942214966,3 মে্রো ঢাকা ১--৫৪১|,0.5066837209571465
228,27,1.6910403389181283 3.3304282180538394 1455.3342210165654 1045.4338054214966,1158.254638671875 630.6900024414062 1341.72265625 798.5768432617188,0.5598715543746948,ঢাকা মেক্ট্রী ১.--১৫৪১|,0.22675781685425475
229,27,0.12668569461095558 2.509316990811726 1455.8191477830946 1048.159600970695,1158.240966796875 630.9560546875 1340.8170166015625 799.0221557617188,0.5803924202919006,2 ঢাকা মেট্রী ১.--০৫৪৫|,0.33744836425573954
230,27,-0.7645532647303526 1.553141258189271 1456.276223380141 1049.6375489072188,1158.1820068359375 630.9036254882812 1340.8172607421875 799.081787109375,0.5794416666030884,2 ঢাকা মে্দ্রী ,0.18530319744176169
231,27,1.049966284562629 2.299303162459182 1462.1432100991747 1054.9111819145476,1171.2586669921875 636.4944458007812 1357.3905029296875 796.456298828125,0.604734480381012,7 ঢাকা মেক্দ্রী ১$-১৫৪১|,0.29863428565362354
232,27,1.1165897445841892 1.827624270689057 1464.9797880015494 1057.662092061429,1171.209228515625 636.5548706054688 1357.3216552734375 796.478271484375,0.6055668592453003,7 ঢাকা মেক্দ্রী ,0.17853709441159923
233,27,1.6966391699479573 2.6717701066750124 1470.660390416746 1062.2953453261644,1187.2142333984375 648.0958251953125 1357.14453125 791.2124633789062,0.6269168257713318,ঢাকা মেব্রা ১--৫৪১),0.4595738261572434
234,27,1.1814651217194978 2.333828592307327 1473.9101632189945 1064.6331758377962,1187.2955322265625 648.000732421875 1357.289794921875 791.0216674804688,0.6243739724159241,ঢাকা মেব্রা ১--৫৪১),0.44110669408879655
235,27,8.31617466607645 0.3963437069887732 1495.3733317509425 1064.7613457118741,1203.81884765625 646.8917236328125 1388.2445068359375 807.432861328125,0.5757817625999451,ঢাকা মে্দ্রী ,0.15979985565372115
236,27,8.54328843188864 -0.6523901408717165 1505.9940622378247 1065.1200008148526,1203.8585205078125 647.0571899414062 1388.04638671875 807.339111328125,0.5746808052062988,মৈ্রী ঢাকা ১.--০৫৪)|,0.43575306663086544
237,27,6.71963823811484 -1.290612838343577 1511.522799844404 1065.3731711650728,1203.853271484375 647.0543212890625 1388.0478515625 807.3473510742188,0.5749033689498901,মৈ্রী ঢাকা ১.--০৫৪)|,0.43575306663086544
238,27,10.980751771557266 -1.5580352751090913 1530.32068527597 1066.5197550671633,1228.434814453125 645.8190307617188 1411.4833984375 807.743408203125,0.40342187881469727,ঢোকা ,0.18128019960136052
239,27,9.934365259612036 -1.842826006545124 1539.5884197066607 1067.194028041632,1228.5941162109375 645.72216796875 1411.509521484375 807.6605224609375,0.4023558795452118,ঢোকা ,0.17098331273355727
